package-name,nop,move,move/from16,move/16,move-wide,move-wide/from16,move-wide/16,move-object,move-object/from16,move-object/16,move-result,move-result-wide,move-result-object,move-exception,return-void,return,return-wide,return-object,const/4,const/16,const,const/high16,const-wide/16,const-wide/32,const-wide,const-wide/high16,const-string,const-string-jumbo,const-class,monitor-enter,monitor-exit,check-cast,instance-of,array-length,new-instance,new-array,filled-new-array,filled-new-array-range,fill-array-data,throw,goto,goto/16,goto/32,packed-switch,sparse-switch,cmpl-float,cmpg-float,cmpl-double,cmpg-double,cmp-long,if-eq,if-ne,if-lt,if-ge,if-gt,if-le,if-eqz,if-nez,if-ltz,if-gez,if-gtz,if-lez,unused_3E,unused_3F,unused_40,unused_41,unused_42,unused_43,aget,aget-wide,aget-object,aget-boolean,aget-byte,aget-char,aget-short,aput,aput-wide,aput-object,aput-boolean,aput-byte,aput-char,aput-short,iget,iget-wide,iget-object,iget-boolean,iget-byte,iget-char,iget-short,iput,iput-wide,iput-object,iput-boolean,iput-byte,iput-char,iput-short,sget,sget-wide,sget-object,sget-boolean,sget-byte,sget-char,sget-short,sput,sput-wide,sput-object,sput-boolean,sput-byte,sput-char,sput-short,invoke-virtual,invoke-super,invoke-direct,invoke-static,invoke-interface,unused_73,invoke-virtual/range,invoke-super/range,invoke-direct/range,invoke-static/range,invoke-interface-range,unused_79,unused_7A,neg-int,not-int,neg-long,not-long,neg-float,neg-double,int-to-long,int-to-float,int-to-double,long-to-int,long-to-float,long-to-double,float-to-int,float-to-long,float-to-double,double-to-int,double-to-long,double-to-float,int-to-byte,int-to-char,int-to-short,add-int,sub-int,mul-int,div-int,rem-int,and-int,or-int,xor-int,shl-int,shr-int,ushr-int,add-long,sub-long,mul-long,div-long,rem-long,and-long,or-long,xor-long,shl-long,shr-long,ushr-long,add-float,sub-float,mul-float,div-float,rem-float,add-double,sub-double,mul-double,div-double,rem-double,add-int/2addr,sub-int/2addr,mul-int/2addr,div-int/2addr,rem-int/2addr,and-int/2addr,or-int/2addr,xor-int/2addr,shl-int/2addr,shr-int/2addr,ushr-int/2addr,add-long/2addr,sub-long/2addr,mul-long/2addr,div-long/2addr,rem-long/2addr,and-long/2addr,or-long/2addr,xor-long/2addr,shl-long/2addr,shr-long/2addr,ushr-long/2addr,add-float/2addr,sub-float/2addr,mul-float/2addr,div-float/2addr,rem-float/2addr,add-double/2addr,sub-double/2addr,mul-double/2addr,div-double/2addr,rem-double/2addr,add-int/lit16,sub-int/lit16,mul-int/lit16,div-int/lit16,rem-int/lit16,and-int/lit16,or-int/lit16,xor-int/lit16,add-int/lit8,sub-int/lit8,mul-int/lit8,div-int/lit8,rem-int/lit8,and-int/lit8,or-int/lit8,xor-int/lit8,shl-int/lit8,shr-int/lit8,ushr-int/lit8,unused_E3,unused_E4,unused_E5,unused_E6,unused_E7,unused_E8,unused_E9,unused_EA,unused_EB,unused_EC,unused_ED,execute-inline,unused_EF,invoke-direct-empty,unused_F1,iget-quick,iget-wide-quick,iget-object-quick,iput-quick,iput-wide-quick,iput-object-quick,invoke-virtual-quick,invoke-virtual-quick/range,invoke-super-quick,invoke-super-quick/range,unused_FC,unused_FD,UNUSED_FE,UNUSED_FF,
com.chiragpipaliya.tie,288,6863,889,0,156,130,0,4280,3313,0,21316,1691,40143,4269,17066,5403,310,9695,22594,4107,632,869,862,93,102,102,0,0,633,1217,2698,5475,973,1162,12208,1797,0,0,228,3757,15926,1806,0,291,185,319,171,25,14,556,1200,1950,639,1709,203,448,16027,7749,513,434,216,968,0,0,0,0,0,0,797,45,653,10,440,31,2,578,28,1869,10,383,13,3,30519,930,71230,2789,0,14,0,15129,599,11276,2467,0,14,0,1279,33,5529,206,0,0,0,120,32,2413,167,0,0,0,59114,1711,21058,22750,11517,0,823,25,746,258,0,0,0,121,0,3,0,85,8,277,951,52,87,19,20,324,1,163,69,5,71,382,13,6,226,434,37,26,6,28,13,2,19,1,1,29,96,7,4,5,3,3,7,5,1,12,87,250,48,102,0,13,19,34,19,0,1718,696,96,23,8,4653,1713,5354,14,1,0,197,108,45,24,17,52,24,20,27,0,11,380,268,460,315,4,33,19,88,29,0,39,0,18,11,9,490,26,0,2922,0,320,201,16,276,35,3001,313,84,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.wMUSER,94,1359,134,0,14,22,0,885,693,0,4720,222,8902,583,3219,1177,43,1969,4794,1840,258,181,138,26,20,5,4104,0,109,127,270,1082,158,164,2743,367,0,0,3,644,3209,448,0,169,64,58,17,6,7,66,292,326,88,416,22,51,2451,984,56,36,40,127,0,0,0,0,0,0,55,4,104,1,270,1,0,53,2,553,0,265,0,0,23661,174,39215,470,0,0,5,11935,105,2043,448,0,0,1,50,3,1325,71,0,0,0,7,2,812,16,0,0,0,12078,178,4048,6441,1986,0,143,2,130,75,0,0,0,10,0,0,0,3,0,5,159,2,14,2,1,93,3,7,0,4,5,265,2,2,20,71,3,0,1,4,1,0,3,0,0,1,4,4,0,0,0,0,0,1,1,4,7,24,9,13,2,0,1,0,0,0,173,56,3,3,0,4578,1536,5310,3,0,0,9,11,9,1,0,11,0,6,0,0,2,59,20,71,33,0,1,1,5,2,2,4,0,0,1,0,340,2,0,399,0,29,17,0,31,9,2979,197,3,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in.droom,499,5377,5583,0,183,354,0,4816,23016,0,37176,2277,78282,5621,29455,8726,623,15155,34180,8918,5209,1841,1247,117,236,240,0,0,1976,1069,2271,11593,1359,1621,20535,2373,0,0,244,4982,22111,4262,0,548,373,528,229,131,96,746,1730,3466,1010,3029,285,576,24722,10468,599,552,313,1919,0,0,0,0,0,0,1014,52,1087,28,174,128,2,918,40,2834,20,115,34,2,11792,1277,67316,3350,4,42,7,7143,872,20928,3001,3,29,5,1589,45,7097,294,0,13,0,101,38,3023,147,0,3,0,119499,2208,33936,36237,15208,0,5812,55,1465,1363,0,0,0,163,0,6,0,132,10,579,1353,101,200,36,31,491,4,275,107,7,110,118,28,16,777,1020,73,26,15,57,35,7,32,0,2,56,125,23,14,7,8,10,0,6,10,33,333,338,318,284,14,38,49,85,59,24,1900,662,75,22,7,132,185,39,8,2,1,140,177,43,31,0,107,44,29,46,1,20,485,291,625,202,5,79,19,114,48,9,56,0,28,13,5,217,55,0,5124,0,489,291,31,388,62,31,155,94,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.app.uento,365,8590,1336,0,268,169,0,6876,7075,0,31062,2512,76568,8143,26058,6332,396,13071,35125,14087,3175,1533,1429,199,177,175,45460,0,1498,1414,3181,10228,1096,1241,22805,2819,0,0,252,4753,24104,3904,0,468,246,276,167,89,46,735,1636,2951,830,2057,235,495,24384,13147,520,457,283,1228,0,0,0,0,0,0,729,45,939,9,335,59,0,852,27,11303,20,296,24,1,31430,1287,103042,3408,0,16,5,16268,870,20301,3306,0,16,1,1930,24,11422,1467,0,10,0,218,25,4106,659,0,2,0,108334,2427,35850,40337,16756,0,1229,31,1031,559,0,0,0,162,0,2,0,64,8,389,1100,194,136,24,35,605,1,146,116,14,55,346,41,6,234,525,31,23,8,17,5,2,12,0,1,31,141,11,50,6,2,3,8,11,1,34,38,106,92,84,1,13,19,47,20,0,1724,719,80,30,8,4657,1702,5350,12,4,1,213,176,109,54,43,79,46,30,51,0,11,273,148,521,234,2,34,30,147,54,0,63,0,35,29,7,437,25,0,3324,0,388,478,22,308,37,3000,300,51,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.proj.minecraftpixelmonskins,231,6005,772,0,81,132,0,2952,2899,0,16539,1104,28591,2869,12414,4167,183,6553,17350,4315,483,686,504,49,100,67,12456,0,488,681,1535,4059,678,1044,9280,1242,0,0,185,2391,12428,1610,0,274,198,154,61,43,14,278,1002,1677,534,1466,153,275,12305,5639,320,224,112,710,0,0,0,0,0,0,641,42,609,10,446,38,2,578,26,1413,11,356,4,2,29085,685,63897,2364,0,19,0,14492,369,8428,2257,1,17,0,935,26,3877,151,0,1,0,75,17,1965,102,0,1,0,45367,1175,15851,16259,7167,0,543,20,502,189,0,0,0,139,0,2,0,52,7,214,557,112,73,12,25,257,2,108,138,6,41,330,19,4,227,380,26,12,18,15,6,1,17,1,0,20,56,8,4,6,3,3,7,6,2,18,40,77,33,53,0,13,20,32,13,0,1709,636,99,24,8,4632,1659,5347,10,0,0,111,64,47,12,16,54,29,39,43,3,16,185,79,237,133,4,21,16,143,43,0,52,0,17,20,9,462,26,0,2641,0,362,172,8,268,27,2994,297,59,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.gogii.textplus,739,7909,6188,0,376,691,0,8986,22661,0,53264,4544,135890,11213,47275,11774,1043,24294,59949,24409,5325,1963,2935,305,311,278,64712,0,2996,3103,6761,16245,2263,2589,39979,6555,0,0,1338,8457,39725,5775,0,878,462,512,161,84,53,1789,3269,5511,1624,3917,535,948,43548,18895,903,703,374,2227,0,0,0,0,0,0,1291,166,1812,38,796,223,3,1663,112,15744,38,490,310,4,37682,3807,140725,5862,46,42,20,19374,1957,30509,5753,15,31,17,3074,85,27602,487,0,4,0,445,76,9655,305,0,0,0,167863,3292,63749,64959,40353,0,5017,53,2715,1879,0,0,0,176,0,7,0,71,7,978,1537,163,362,61,54,648,18,210,129,30,78,446,59,20,1017,1167,87,72,27,87,60,6,33,3,2,156,333,59,68,18,13,17,6,17,11,39,164,215,149,239,4,41,37,83,72,0,2312,835,121,47,18,4742,1843,5368,15,5,2,442,325,162,93,22,185,94,36,95,10,27,282,145,619,264,5,49,20,155,68,0,117,0,52,27,13,747,69,0,6793,0,788,306,50,621,78,3023,451,172,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.instagram.followcop,332,7596,802,0,168,146,0,4211,3344,0,24225,1813,44555,4076,20032,6651,348,10196,25788,5437,1139,1384,942,106,184,115,18654,0,708,868,1909,6645,1019,1327,14319,2019,0,0,273,4158,17787,2056,0,404,248,321,112,35,29,554,1415,2630,880,1947,255,488,16513,8531,502,411,182,952,0,0,0,0,0,0,762,45,904,7,520,41,1,735,36,2444,11,447,15,0,32329,983,75254,3122,0,43,0,16187,643,12191,2863,1,31,0,1759,29,5954,251,0,1,0,117,25,2516,125,0,1,0,67381,1700,24593,23731,12725,0,941,28,690,314,0,0,0,157,0,4,0,60,7,339,895,54,135,21,21,356,5,135,67,9,62,400,20,2,392,593,30,13,12,30,16,2,16,0,1,11,107,8,12,8,5,3,1,7,25,25,60,130,57,82,0,14,20,35,23,0,2226,783,70,16,10,4750,1814,5374,10,1,0,163,108,50,34,16,122,52,48,77,3,18,279,142,459,206,8,56,31,131,42,0,38,0,18,17,6,592,88,4,3605,0,338,215,18,654,206,3012,364,85,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.appforapp.almutanabipoem,19,239,322,0,7,2,0,219,489,0,1417,75,3263,276,1655,553,14,689,1753,270,68,102,47,9,3,3,1775,0,46,144,322,579,50,74,1115,80,0,0,7,280,1017,142,0,26,9,27,7,5,2,32,102,129,88,159,23,34,1238,579,68,29,20,93,0,0,0,0,0,0,29,5,52,0,36,1,0,24,4,80,0,42,9,0,755,29,3019,389,0,0,0,339,26,813,378,0,0,0,73,6,539,81,0,0,0,14,6,216,12,0,0,0,5337,108,1777,1384,596,0,131,3,32,31,0,0,0,3,0,1,0,1,0,5,107,12,2,1,1,53,3,2,1,2,2,12,3,0,60,64,0,2,0,3,6,0,5,0,0,0,6,0,2,1,0,0,0,0,0,0,18,19,16,16,0,0,0,0,1,0,30,23,2,0,0,16,26,0,0,0,0,9,15,1,0,0,0,0,0,0,0,0,37,13,36,6,0,0,0,9,1,0,0,0,1,1,0,29,1,0,378,0,11,18,2,43,4,12,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mobilebizco.atworkseries.doctor,208,5861,714,0,348,106,0,2842,1851,0,16055,3082,35781,1400,11299,4096,837,8068,16686,5905,1967,572,794,143,112,76,0,0,771,210,438,4404,696,1753,10523,2175,3,0,114,2214,12043,1617,0,258,116,172,87,34,13,691,1173,2483,885,1526,241,500,9661,5912,521,426,202,809,0,0,0,0,0,0,538,93,1159,26,905,196,22,518,45,4075,18,347,85,7,6073,1043,22136,1575,48,68,22,3214,668,6685,1632,24,27,12,983,8,4848,160,0,9,0,48,4,2848,73,0,4,0,52119,1136,16834,14267,6254,0,915,27,472,143,0,0,0,111,0,16,0,22,1,613,547,47,207,7,13,219,1,25,43,4,9,114,64,29,210,366,13,41,11,25,13,2,20,3,0,26,111,3,28,12,2,4,10,3,31,18,15,140,17,42,3,2,15,0,5,0,1089,441,96,40,18,198,151,21,13,3,0,336,103,109,50,16,57,19,43,24,6,20,136,84,213,98,0,13,9,20,25,0,36,0,23,14,9,223,19,0,4336,0,374,176,73,343,44,76,167,95,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.appcenterweb.appcenterweb,0,0,0,0,0,0,0,6,0,0,22,0,83,3,19,5,0,7,27,4,12,7,1,0,0,0,39,0,1,0,0,3,0,0,26,5,0,0,0,0,19,4,0,0,0,0,0,0,0,0,1,9,0,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,70,1,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,146,4,34,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.whereismycar,307,6791,1076,0,281,226,0,3951,3231,0,19435,1707,33819,3823,14996,4669,349,7400,22363,4410,766,924,936,146,231,99,15339,0,601,827,1857,4973,801,829,10310,1608,1,0,200,3190,15467,1895,0,342,284,224,83,36,39,675,1332,2133,597,1606,190,340,14793,6456,404,303,174,775,0,0,0,0,0,0,709,97,540,23,489,13,1,503,56,1561,19,322,15,1,30059,1393,67515,2662,4,16,6,15039,872,9297,2412,6,13,3,1303,33,4702,196,0,0,0,211,24,2249,104,0,0,0,55898,1298,17476,21010,10007,0,637,20,709,272,0,0,0,131,0,10,0,59,7,461,654,62,152,22,39,300,5,144,50,16,47,333,23,7,224,487,45,17,5,25,11,2,18,1,2,83,143,19,20,13,10,9,7,10,3,34,50,100,60,66,7,13,19,31,20,0,1429,612,111,32,8,4642,1699,5334,20,6,4,239,152,111,59,16,95,70,24,68,1,9,233,97,342,153,4,47,18,84,57,4,33,0,22,8,4,553,24,0,2887,0,246,150,25,406,35,3003,314,80,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.titan.catsjigsaw,272,5578,761,0,132,109,0,3692,2633,0,15710,1534,34709,3704,12015,3120,262,7143,19139,4957,348,282,694,87,60,88,16035,0,394,680,1540,4878,968,858,9416,1464,0,0,148,3331,13782,2287,0,387,284,59,21,83,29,420,987,1311,386,1129,94,214,12366,4925,224,156,77,455,0,0,0,0,0,0,442,42,777,2,350,30,0,301,24,1952,1,311,10,0,26226,845,57897,1686,0,20,0,13539,493,7395,1498,2,19,0,638,14,3998,156,0,0,0,73,15,2070,62,0,0,0,52893,1012,14930,21739,9892,0,658,13,597,192,0,0,0,31,0,4,0,17,6,147,154,55,56,8,22,90,5,44,39,9,23,314,17,2,118,193,10,7,3,7,2,1,9,0,0,19,65,7,5,8,2,3,6,1,1,14,28,19,16,27,0,13,22,30,10,0,1183,219,35,12,3,4599,1627,5338,5,0,0,121,56,37,19,14,57,23,22,29,0,12,42,13,106,41,2,15,11,42,11,1,35,0,6,6,1,382,25,0,1946,0,208,73,11,192,56,2989,286,31,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ddmap.android.privilege,286,5192,3227,0,117,181,0,3967,12518,0,28078,1472,74262,4542,20362,5475,435,13861,29026,13520,5234,1251,966,87,243,230,42284,0,1195,460,972,11068,926,1896,19805,3750,9,0,952,3448,18887,4568,0,416,108,447,204,107,86,402,1289,3301,1330,2370,470,910,18851,10359,600,558,483,1517,0,0,0,0,0,0,944,129,2168,40,542,300,7,1515,52,4977,33,1709,148,1,8905,826,54875,2774,33,9,11,5548,586,17310,4196,135,17,3,799,70,11067,539,10,25,0,580,79,3439,465,15,13,0,102909,1491,30356,31691,12148,0,2950,45,1066,1230,0,0,0,97,0,4,0,60,11,340,1253,140,141,17,52,457,2,211,73,7,82,324,160,10,558,699,75,48,17,46,45,7,49,15,0,11,98,9,21,14,16,1,4,3,17,11,85,359,141,183,8,14,62,82,104,0,1051,489,124,27,20,195,233,33,33,5,7,98,86,33,48,5,64,50,7,52,11,9,272,259,470,182,7,162,100,279,91,4,63,0,34,21,16,388,53,20,6810,0,452,305,110,1020,350,42,303,270,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.CoctailDressIdeas.myapp,105,996,100,0,12,27,0,787,663,0,3796,220,7779,804,2330,943,46,1879,4683,1894,38,69,127,17,18,7,3724,0,66,130,281,760,181,130,2133,327,0,0,9,919,2922,468,0,158,97,6,10,6,8,66,240,150,36,286,13,15,1857,664,12,13,24,43,0,0,0,0,0,0,12,2,85,1,269,0,0,10,0,510,0,265,0,0,23078,192,37215,186,0,0,5,11681,111,1430,180,0,0,1,30,5,973,4,0,0,0,1,4,664,9,0,0,0,11052,100,3071,6612,2173,0,106,2,129,67,0,0,0,0,0,0,0,0,0,3,21,2,13,1,1,12,1,10,2,4,1,265,2,2,8,14,1,0,1,1,0,0,0,0,0,0,3,4,0,0,0,0,0,1,1,4,4,2,1,2,7,0,1,0,0,0,122,14,1,1,0,4549,1509,5310,0,0,0,6,10,8,0,0,10,0,8,0,0,4,5,1,10,7,1,3,1,3,2,2,6,0,0,1,0,330,2,0,150,0,27,13,0,11,0,2975,195,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cn.uestc.xu.ixumin,81,3602,438,0,39,40,0,930,1164,0,8045,216,7899,323,4949,2177,37,1709,6938,922,400,518,131,4,34,29,1878,0,127,62,145,1711,295,160,2423,430,0,0,105,389,5013,518,0,91,61,165,43,4,3,54,601,925,387,767,84,164,5523,2334,269,132,58,356,0,0,0,0,0,0,349,3,164,1,1,5,0,279,3,243,1,1,0,0,4054,116,12369,1200,0,35,0,1829,85,2408,988,0,24,0,951,4,850,115,0,0,0,15,2,503,43,0,0,0,18071,614,4803,3618,1808,0,308,18,102,96,0,0,0,115,0,0,0,54,5,54,432,4,13,12,0,218,1,89,28,0,39,9,0,0,138,361,15,8,4,13,5,1,8,0,0,7,19,0,2,0,1,3,1,4,0,8,41,79,31,48,0,13,16,30,11,0,723,497,21,4,2,56,97,11,6,0,0,18,12,3,0,0,22,13,4,13,0,1,175,71,210,81,4,25,14,52,5,0,0,0,5,1,0,44,4,0,1259,0,41,92,6,210,25,20,47,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.meihillman.photocollage,334,7980,1356,0,503,472,0,4438,4376,0,23382,2284,38498,3778,16793,5416,524,7871,26896,5078,902,1491,1404,164,324,217,18748,0,626,845,1865,5544,711,1148,13163,2836,1,0,330,3411,16962,2357,0,395,203,315,147,94,41,1061,1598,2766,703,2116,271,595,16930,7680,595,467,209,1169,0,0,0,0,0,0,1056,123,951,39,567,54,1,854,94,3456,28,362,26,0,33742,2179,76946,3110,5,19,33,16862,1244,11116,2767,8,17,6,2207,42,6569,535,0,4,7,372,26,2422,135,0,4,7,64746,1520,21229,20548,12053,0,1053,28,850,355,0,0,0,174,0,13,0,127,29,608,1581,189,215,34,48,572,8,332,108,25,138,354,30,20,276,672,56,26,14,32,124,2,23,2,4,86,177,18,31,13,9,11,1,10,3,18,77,246,181,167,3,59,54,85,45,2,1556,861,133,40,10,4681,1743,5336,19,6,4,284,241,100,70,15,86,64,14,65,2,8,461,344,775,418,5,107,52,170,127,1,39,0,20,10,22,631,26,0,3732,0,299,332,30,417,131,3004,370,106,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.walmart.android,1009,11070,7346,0,757,812,0,11278,18893,0,67705,6537,160568,11546,68649,17486,1588,40290,82137,21598,2739,2212,3893,366,724,401,0,0,4221,2548,5699,21369,2741,4823,48986,11413,12,0,3462,12282,53651,5169,0,1123,623,714,287,141,105,2809,4187,7624,2224,6372,885,1566,52618,25511,1384,1234,565,2774,0,0,0,0,0,0,2572,345,4075,100,822,465,25,2853,224,14003,53,684,299,10,43368,3816,158544,9069,47,140,46,22106,2196,40393,7791,21,64,27,9216,164,24028,611,0,9,0,393,113,11892,379,0,4,11,212439,4729,83461,80266,42227,0,4719,79,2887,1641,0,0,0,427,0,63,0,108,21,1316,2654,187,451,40,77,757,7,370,182,28,121,671,269,55,1980,1757,185,100,62,140,146,20,91,22,8,265,407,45,64,28,30,31,15,27,53,33,308,425,239,416,12,163,152,468,80,3,2714,1173,188,64,22,4897,1879,5435,47,7,3,696,367,159,66,37,203,56,67,69,16,35,537,332,778,310,8,121,48,211,87,7,120,0,44,41,36,907,134,3,12096,0,969,597,191,970,148,3107,734,456,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.disney.dedisneychannel_goo,255,2990,3014,0,183,451,0,2967,9742,0,17516,1725,37295,4299,15925,4859,403,8184,22309,6778,492,783,1239,114,157,125,20399,0,530,853,1953,5212,747,998,12270,2180,0,0,123,2992,14458,2075,0,294,205,194,68,54,28,687,1239,1914,733,1462,169,329,13567,6369,387,266,206,860,0,0,0,0,0,0,395,108,811,39,704,62,5,691,56,3477,30,595,31,0,50856,1420,98846,2515,18,37,0,25603,948,9266,2165,2,28,0,1306,19,6219,280,0,0,0,190,24,2494,174,0,0,0,53724,934,19901,19656,9485,0,2048,22,1070,827,0,0,0,55,0,6,0,20,1,332,518,34,131,30,37,271,7,66,32,21,21,603,31,2,435,525,55,15,8,37,32,3,18,0,0,92,185,42,40,12,7,9,0,7,2,12,66,104,72,106,2,23,16,38,29,0,811,314,82,20,7,9189,3147,10677,8,3,2,166,136,86,45,12,63,33,15,31,0,9,92,44,215,85,3,32,10,74,24,0,29,0,37,8,3,786,45,0,2558,0,183,142,20,347,34,5987,547,54,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
